Time,Variable,Value,,,,,
12:11:21 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:21 PM,Vehicle State 4 (Speed),30.43857353,,,,,
12:11:21 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:21 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:21 PM,Accessory A Type,Front Plow,,,,,
12:11:21 PM,Accessory A State,UP,,,,,
12:11:21 PM,Accessory B Type,Rear Spreader,,,,,
12:11:21 PM,Accessory B State,Medium,,,,,
12:11:21 PM,Accessory B Fill Level,27.16666667,,,,,
12:11:21 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:21 PM,GPS Location,"43.07397846813702,-89.40127055408226",,,,,
12:11:21 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:21 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:21 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:21 PM,Vehicle State 4 (Speed),1.550724232,,,,,
12:11:21 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:21 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:21 PM,Accessory A Type,Front Plow,,,,,
12:11:21 PM,Accessory A State,UP,,,,,
12:11:21 PM,Accessory B Type,Rear Spreader,,,,,
12:11:21 PM,Accessory B State,Medium,,,,,
12:11:21 PM,Accessory B Fill Level,27.05555556,,,,,
12:11:21 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:21 PM,GPS Location,"43.07396719350602,-89.40127627594602",,,,,
12:11:21 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:21 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:21 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:21 PM,Vehicle State 4 (Speed),7.856170045,,,,,
12:11:21 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:21 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:21 PM,Accessory A Type,Front Plow,,,,,
12:11:21 PM,Accessory A State,UP,,,,,
12:11:21 PM,Accessory B Type,Rear Spreader,,,,,
12:11:21 PM,Accessory B State,Medium,,,,,
12:11:21 PM,Accessory B Fill Level,26.94444444,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.073953537694656,-89.40129370298253",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),6.22133547,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,26.83333333,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.073985276766955,-89.40132859096987",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),26.86807076,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,26.72222222,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.073923094559795,-89.40138040192768",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),23.71375013,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,26.61111111,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.073976588318054,-89.40144103176857",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),31.10482127,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,26.5,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.07404739352596,-89.40143890282158",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),27.20468521,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,26.38888889,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.07402745225096,-89.40146737241449",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),14.56344717,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,26.27777778,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.07403764393338,-89.40142622594642",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),23.71283082,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,26.16666667,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.07401547418607,-89.40144708315144",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),9.566092361,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,26.05555556,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.07402513258357,-89.40147046060568",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),26.23251942,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,25.94444444,,,,,
12:11:22 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:22 PM,GPS Location,"43.073992386586106,-89.40148349000121",,,,,
12:11:22 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:22 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:22 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:22 PM,Vehicle State 4 (Speed),24.64890123,,,,,
12:11:22 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:22 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:22 PM,Accessory A Type,Front Plow,,,,,
12:11:22 PM,Accessory A State,UP,,,,,
12:11:22 PM,Accessory B Type,Rear Spreader,,,,,
12:11:22 PM,Accessory B State,Medium,,,,,
12:11:22 PM,Accessory B Fill Level,25.83333333,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.07400107809696,-89.40147006915763",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),19.75553641,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,25.72222222,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.07400673017233,-89.40147791676056",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),5.280515167,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,25.61111111,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.07404309389833,-89.40146960756461",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),14.92862458,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,25.5,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.07406269910609,-89.40146235526659",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),9.181814441,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,25.38888889,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.0740874738724,-89.40141454092154",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),17.27675957,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,25.27777778,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.074090840505775,-89.40140393803789",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),3.793164419,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,25.16666667,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.07413427919572,-89.40136934318453",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),18.75748299,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,25.05555556,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.07413144141316,-89.4014148230023",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),26.06766132,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,24.94444444,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.07408226764894,-89.40144199183",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),19.85118096,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,24.83333333,,,,,
12:11:23 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:23 PM,GPS Location,"43.074082989028156,-89.40144272232514",,,,,
12:11:23 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:23 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:23 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:23 PM,Vehicle State 4 (Speed),1.870754705,,,,,
12:11:23 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:23 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:23 PM,Accessory A Type,Front Plow,,,,,
12:11:23 PM,Accessory A State,UP,,,,,
12:11:23 PM,Accessory B Type,Rear Spreader,,,,,
12:11:23 PM,Accessory B State,Medium,,,,,
12:11:23 PM,Accessory B Fill Level,24.72222222,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.07408047487979,-89.40144184766882",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),0.915490836,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,UP,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Medium,,,,,
12:11:24 PM,Accessory B Fill Level,24.61111111,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.07405669498797,-89.40144541310616",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),19.8713737,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,DOWN,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Low,,,,,
12:11:24 PM,Accessory B Fill Level,24.55555556,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.0740585642877,-89.40143391452163",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),7.811771793,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,DOWN,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Low,,,,,
12:11:24 PM,Accessory B Fill Level,24.5,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.074031636676686,-89.40142515615373",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),9.432671448,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,DOWN,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Low,,,,,
12:11:24 PM,Accessory B Fill Level,24.44444444,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.07404074840943,-89.40141332464388",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),5.06934677,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,DOWN,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Low,,,,,
12:11:24 PM,Accessory B Fill Level,24.38888889,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.07404788452518,-89.40141481371158",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),4.485773867,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,DOWN,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Low,,,,,
12:11:24 PM,Accessory B Fill Level,24.33333333,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.07405260773494,-89.40141542936186",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),2.054056154,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,DOWN,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Low,,,,,
12:11:24 PM,Accessory B Fill Level,24.27777778,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.074054446422664,-89.40141623087501",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),2.290490692,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Sport,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,DOWN,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Low,,,,,
12:11:24 PM,Accessory B Fill Level,24.22222222,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.07405420459108,-89.40141741145497",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),1.322658211,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Eco,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,DOWN,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Low,,,,,
12:11:24 PM,Accessory B Fill Level,24.16666667,,,,,
12:11:24 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:24 PM,GPS Location,"43.07405434487534,-89.40141727791543",,,,,
12:11:24 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:24 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:24 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:24 PM,Vehicle State 4 (Speed),0.21108385,,,,,
12:11:24 PM,Vehicle State 5 (2WD/4WD),4WD,,,,,
12:11:24 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:24 PM,Accessory A Type,Front Plow,,,,,
12:11:24 PM,Accessory A State,DOWN,,,,,
12:11:24 PM,Accessory B Type,Rear Spreader,,,,,
12:11:24 PM,Accessory B State,Low,,,,,
12:11:24 PM,Accessory B Fill Level,24.11111111,,,,,
12:11:25 PM,Vehicle VIN,1HGBH41JXMN109186,,,,,
12:11:25 PM,GPS Location,"43.07406270764118,-89.40140664014983",,,,,
12:11:25 PM,Vehicle State 1 (Drive Position),Drive,,,,,
12:11:25 PM,Vehicle State 2 (Error Code),None,,,,,
12:11:25 PM,Vehicle State 3 (Key State/Position),RUN,,,,,
12:11:25 PM,Vehicle State 4 (Speed),5.768813619,,,,,
12:11:25 PM,Vehicle State 5 (2WD/4WD),2WD,,,,,
12:11:25 PM,Vehicle State 6 (Drive Mode),Normal,,,,,
12:11:25 PM,Accessory A Type,Front Plow,,,,,
12:11:25 PM,Accessory A State,DOWN,,,,,
