Time,Variable,Value
2:38:25 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:25 PM,Vehicle State 6 (Drive Mode),Normal
2:38:25 PM,Accessory A Type,Front Light Bar
2:38:25 PM,Accessory A State,0
2:38:25 PM,Accessory A Power Draw,0
2:38:25 PM,Accessory B Type,Rear Chase Light
2:38:25 PM,Accessory B State,2
2:38:25 PM,Accessory B Power Draw,21.30041718
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.072215165310475,-89.40052003240781"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),32.98464511
2:38:26 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Eco
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,24.18030128
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.07220637114225,-89.40052193237999"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),20.24680459
2:38:26 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Normal
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,23.8019501
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.07220645512863,-89.40052152268575"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),1.877458966
2:38:26 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Normal
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,23.30563509
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.07220376910169,-89.40046004810017"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),24.19280905
2:38:26 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Normal
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,23.99529414
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.07220536904298,-89.40049323511708"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),15.02115029
2:38:26 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Normal
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,22.49874839
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.07219449727883,-89.40043883524281"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),34.79311941
2:38:26 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Normal
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,23.73747309
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.072151263455766,-89.40045897232456"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),24.4936804
2:38:26 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Sport
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,24.03117988
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.07210089694493,-89.40045694263289"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),17.70186327
2:38:26 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Eco
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,24.58529645
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.072176939454764,-89.40045410424435"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),34.99949257
2:38:26 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Normal
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,24.59603984
2:38:26 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:26 PM,GPS Location,"43.07219110429357,-89.40045345215793"
2:38:26 PM,Vehicle State 1 (Drive Position),Drive
2:38:26 PM,Vehicle State 2 (Error Code),None
2:38:26 PM,Vehicle State 3 (Key State/Position),RUN
2:38:26 PM,Vehicle State 4 (Speed),13.69883743
2:38:26 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:26 PM,Vehicle State 6 (Drive Mode),Normal
2:38:26 PM,Accessory A Type,Front Light Bar
2:38:26 PM,Accessory A State,0
2:38:26 PM,Accessory A Power Draw,0
2:38:26 PM,Accessory B Type,Rear Chase Light
2:38:26 PM,Accessory B State,2
2:38:26 PM,Accessory B Power Draw,21.84375056
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.072179010467494,-89.40045004068112"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),6.419051267
2:38:27 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Eco
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,21.66135715
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.072107511851144,-89.40053854435612"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),31.04342776
2:38:27 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Normal
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,21.06918609
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.07215084610169,-89.4004892747425"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),28.46705189
2:38:27 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Eco
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,22.92774298
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.072234552538056,-89.40054075026706"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),34.57671641
2:38:27 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Sport
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,23.06262464
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.072268036537785,-89.40057578109668"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),14.36316751
2:38:27 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Sport
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,24.17527082
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.072220958612895,-89.4006150178534"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),17.72990666
2:38:27 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Normal
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,20.14957512
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.07221887431954,-89.40060739660268"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),2.72315446
2:38:27 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Eco
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,21.57856749
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.072199728727306,-89.40059731193153"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),8.921645424
2:38:27 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Sport
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,20.79075702
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.07220049324331,-89.40059805727253"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),0.617111829
2:38:27 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Eco
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,24.49064923
2:38:27 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:27 PM,GPS Location,"43.07216937582557,-89.40052970266547"
2:38:27 PM,Vehicle State 1 (Drive Position),Drive
2:38:27 PM,Vehicle State 2 (Error Code),None
2:38:27 PM,Vehicle State 3 (Key State/Position),RUN
2:38:27 PM,Vehicle State 4 (Speed),33.04924571
2:38:27 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:27 PM,Vehicle State 6 (Drive Mode),Eco
2:38:27 PM,Accessory A Type,Front Light Bar
2:38:27 PM,Accessory A State,0
2:38:27 PM,Accessory A Power Draw,0
2:38:27 PM,Accessory B Type,Rear Chase Light
2:38:27 PM,Accessory B State,2
2:38:27 PM,Accessory B Power Draw,20.36379972
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.07217255621063,-89.40055012686663"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),11.27500014
2:38:28 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Eco
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,20.31282566
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.072182453758494,-89.40047332413775"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),33.06416197
2:38:28 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Normal
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,23.16406636
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.07221696355107,-89.40040954152123"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),23.63594678
2:38:28 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Sport
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,23.82817107
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.072181412348954,-89.40038105932"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),16.05370108
2:38:28 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Eco
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,21.58656817
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.07220474714377,-89.40041919946027"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),20.693315
2:38:28 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Sport
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,22.64930684
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.072224684097165,-89.4004171692942"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),13.92820308
2:38:28 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Normal
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,21.40933484
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.07228864646515,-89.40042302002504"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),32.58490864
2:38:28 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Sport
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,21.7635822
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.07231379402258,-89.40042238619314"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),19.26143666
2:38:28 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Eco
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,22.03532947
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.072280228438515,-89.40040313971559"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),32.777061
2:38:28 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Eco
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,21.61695534
2:38:28 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:28 PM,GPS Location,"43.07227605695504,-89.40040065403961"
2:38:28 PM,Vehicle State 1 (Drive Position),Drive
2:38:28 PM,Vehicle State 2 (Error Code),None
2:38:28 PM,Vehicle State 3 (Key State/Position),RUN
2:38:28 PM,Vehicle State 4 (Speed),2.127644475
2:38:28 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:28 PM,Vehicle State 6 (Drive Mode),Eco
2:38:28 PM,Accessory A Type,Front Light Bar
2:38:28 PM,Accessory A State,0
2:38:28 PM,Accessory A Power Draw,0
2:38:28 PM,Accessory B Type,Rear Chase Light
2:38:28 PM,Accessory B State,2
2:38:28 PM,Accessory B Power Draw,24.04709845
2:38:29 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:29 PM,GPS Location,"43.072314343386864,-89.40037940009312"
2:38:29 PM,Vehicle State 1 (Drive Position),Drive
2:38:29 PM,Vehicle State 2 (Error Code),None
2:38:29 PM,Vehicle State 3 (Key State/Position),RUN
2:38:29 PM,Vehicle State 4 (Speed),14.33433066
2:38:29 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:29 PM,Vehicle State 6 (Drive Mode),Normal
2:38:29 PM,Accessory A Type,Front Light Bar
2:38:29 PM,Accessory A State,0
2:38:29 PM,Accessory A Power Draw,0
2:38:29 PM,Accessory B Type,Rear Chase Light
2:38:29 PM,Accessory B State,2
2:38:29 PM,Accessory B Power Draw,22.68070966
2:38:29 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:29 PM,GPS Location,"43.072241728604304,-89.4003520587172"
2:38:29 PM,Vehicle State 1 (Drive Position),Drive
2:38:29 PM,Vehicle State 2 (Error Code),None
2:38:29 PM,Vehicle State 3 (Key State/Position),RUN
2:38:29 PM,Vehicle State 4 (Speed),31.27430756
2:38:29 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:29 PM,Vehicle State 6 (Drive Mode),Sport
2:38:29 PM,Accessory A Type,Front Light Bar
2:38:29 PM,Accessory A State,0
2:38:29 PM,Accessory A Power Draw,0
2:38:29 PM,Accessory B Type,Rear Chase Light
2:38:29 PM,Accessory B State,2
2:38:29 PM,Accessory B Power Draw,24.12035826
2:38:29 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:29 PM,GPS Location,"43.072242267826276,-89.4003532199414"
2:38:29 PM,Vehicle State 1 (Drive Position),Drive
2:38:29 PM,Vehicle State 2 (Error Code),None
2:38:29 PM,Vehicle State 3 (Key State/Position),RUN
2:38:29 PM,Vehicle State 4 (Speed),0.944631502
2:38:29 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:29 PM,Vehicle State 6 (Drive Mode),Sport
2:38:29 PM,Accessory A Type,Front Light Bar
2:38:29 PM,Accessory A State,0
2:38:29 PM,Accessory A Power Draw,0
2:38:29 PM,Accessory B Type,Rear Chase Light
2:38:29 PM,Accessory B State,2
2:38:29 PM,Accessory B Power Draw,21.16442882
2:38:29 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:29 PM,GPS Location,"43.07224452730795,-89.40035556820507"
2:38:29 PM,Vehicle State 1 (Drive Position),Drive
2:38:29 PM,Vehicle State 2 (Error Code),None
2:38:29 PM,Vehicle State 3 (Key State/Position),RUN
2:38:29 PM,Vehicle State 4 (Speed),1.719933306
2:38:29 PM,Vehicle State 5 (2WD/4WD),4WD
2:38:29 PM,Vehicle State 6 (Drive Mode),Eco
2:38:29 PM,Accessory A Type,Front Light Bar
2:38:29 PM,Accessory A State,0
2:38:29 PM,Accessory A Power Draw,0
2:38:29 PM,Accessory B Type,Rear Chase Light
2:38:29 PM,Accessory B State,2
2:38:29 PM,Accessory B Power Draw,24.39383562
2:38:29 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:29 PM,GPS Location,"43.072288001383804,-89.40032573353224"
2:38:29 PM,Vehicle State 1 (Drive Position),Drive
2:38:29 PM,Vehicle State 2 (Error Code),None
2:38:29 PM,Vehicle State 3 (Key State/Position),RUN
2:38:29 PM,Vehicle State 4 (Speed),22.95976064
2:38:29 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:29 PM,Vehicle State 6 (Drive Mode),Sport
2:38:29 PM,Accessory A Type,Front Light Bar
2:38:29 PM,Accessory A State,0
2:38:29 PM,Accessory A Power Draw,0
2:38:29 PM,Accessory B Type,Rear Chase Light
2:38:29 PM,Accessory B State,2
2:38:29 PM,Accessory B Power Draw,21.94691074
2:38:29 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:29 PM,GPS Location,"43.072305564742074,-89.40034718974982"
2:38:29 PM,Vehicle State 1 (Drive Position),Drive
2:38:29 PM,Vehicle State 2 (Error Code),None
2:38:29 PM,Vehicle State 3 (Key State/Position),RUN
2:38:29 PM,Vehicle State 4 (Speed),7.768355686
2:38:29 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:29 PM,Vehicle State 6 (Drive Mode),Sport
2:38:29 PM,Accessory A Type,Front Light Bar
2:38:29 PM,Accessory A State,0
2:38:29 PM,Accessory A Power Draw,0
2:38:29 PM,Accessory B Type,Rear Chase Light
2:38:29 PM,Accessory B State,2
2:38:29 PM,Accessory B Power Draw,24.01165131
2:38:29 PM,Vehicle VIN,1HGBH41JXMN109186
2:38:29 PM,GPS Location,"43.07231346873507,-89.40036018016974"
2:38:29 PM,Vehicle State 1 (Drive Position),Drive
2:38:29 PM,Vehicle State 2 (Error Code),None
2:38:29 PM,Vehicle State 3 (Key State/Position),RUN
2:38:29 PM,Vehicle State 4 (Speed),4.631532714
2:38:29 PM,Vehicle State 5 (2WD/4WD),2WD
2:38:29 PM,Vehicle State 6 (Drive Mode),Sport
2:38:29 PM,Accessory A Type,Front Light Bar
2:38:29 PM,Accessory A State,0
