Time,Variable,Value
10:39:54 AM,Vehicle State 6 (Drive Mode),Sport
10:39:54 AM,Accessory A Type,Front Winch
10:39:54 AM,Accessory A State,Retracted
10:39:54 AM,Accessory A Power,0
10:39:54 AM,Accessory B Type,Audio System
10:39:54 AM,Accessory B Volume,27.805521801043316
10:39:54 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:54 AM,GPS Location,"43.073837440496256,-89.40140073363305"
10:39:54 AM,Vehicle State 1 (Drive Position),Drive
10:39:54 AM,Vehicle State 2 (Error Code),None
10:39:54 AM,Vehicle State 3 (Key State/Position),RUN
10:39:54 AM,Vehicle State 4 (Speed),18.432082394758105
10:39:54 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:54 AM,Vehicle State 6 (Drive Mode),Eco
10:39:54 AM,Accessory A Type,Front Winch
10:39:54 AM,Accessory A State,Retracted
10:39:54 AM,Accessory A Power,0
10:39:54 AM,Accessory B Type,Audio System
10:39:54 AM,Accessory B Volume,55.296247184274314
10:39:54 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:54 AM,GPS Location,"43.07382734671522,-89.40137508011527"
10:39:54 AM,Vehicle State 1 (Drive Position),Drive
10:39:54 AM,Vehicle State 2 (Error Code),None
10:39:54 AM,Vehicle State 3 (Key State/Position),RUN
10:39:54 AM,Vehicle State 4 (Speed),10.440918582114554
10:39:54 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:54 AM,Vehicle State 6 (Drive Mode),Sport
10:39:54 AM,Accessory A Type,Front Winch
10:39:54 AM,Accessory A State,Retracted
10:39:54 AM,Accessory A Power,0
10:39:54 AM,Accessory B Type,Audio System
10:39:54 AM,Accessory B Volume,31.32275574634366
10:39:54 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:54 AM,GPS Location,"43.07379912863814,-89.4013612875562"
10:39:54 AM,Vehicle State 1 (Drive Position),Drive
10:39:54 AM,Vehicle State 2 (Error Code),None
10:39:54 AM,Vehicle State 3 (Key State/Position),RUN
10:39:54 AM,Vehicle State 4 (Speed),10.422702702695751
10:39:54 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:54 AM,Vehicle State 6 (Drive Mode),Sport
10:39:54 AM,Accessory A Type,Front Winch
10:39:54 AM,Accessory A State,Retracted
10:39:54 AM,Accessory A Power,0
10:39:54 AM,Accessory B Type,Audio System
10:39:54 AM,Accessory B Volume,31.268108108087254
10:39:54 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:54 AM,GPS Location,"43.073826942414875,-89.40131076914004"
10:39:54 AM,Vehicle State 1 (Drive Position),Drive
10:39:54 AM,Vehicle State 2 (Error Code),None
10:39:54 AM,Vehicle State 3 (Key State/Position),RUN
10:39:54 AM,Vehicle State 4 (Speed),19.78028217
10:39:54 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:54 AM,Vehicle State 6 (Drive Mode),Normal
10:39:54 AM,Accessory A Type,Front Winch
10:39:54 AM,Accessory A State,Retracted
10:39:54 AM,Accessory A Power,0
10:39:54 AM,Accessory B Type,Audio System
10:39:54 AM,Accessory B Volume,59.34084652
10:39:54 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:54 AM,GPS Location,"43.07382345768543,-89.40130974087964"
10:39:54 AM,Vehicle State 1 (Drive Position),Drive
10:39:54 AM,Vehicle State 2 (Error Code),None
10:39:54 AM,Vehicle State 3 (Key State/Position),RUN
10:39:54 AM,Vehicle State 4 (Speed),2.8096233324820097
10:39:54 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:54 AM,Vehicle State 6 (Drive Mode),Sport
10:39:54 AM,Accessory A Type,Front Winch
10:39:54 AM,Accessory A State,Retracted
10:39:54 AM,Accessory A Power,0
10:39:54 AM,Accessory B Type,Audio System
10:39:54 AM,Accessory B Volume,8.428869997446029
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.0738256075015,-89.40129708909176"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),12.864343555958165
10:39:55 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Normal
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,38.593030667874494
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.07380149513525,-89.40127617672243"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),8.659715805514255
10:39:55 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Normal
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,25.979147416542766
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.07378875522983,-89.40120808844557"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),34.898400704483294
10:39:55 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Normal
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,100
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.073787545799355,-89.40122107456678"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),6.438015574711539
10:39:55 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Sport
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,19.314046724134617
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.07378659111589,-89.40124331307027"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),25.377650372632612
10:39:55 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Eco
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,76.13295111789783
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.07372684577182,-89.40121091554855"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),24.77303470731242
10:39:55 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Sport
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,74.31910412193726
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.07368193408394,-89.40116170110274"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),18.868785187116014
10:39:55 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Sport
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,56.60635556134804
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.07368062661496,-89.4011593169658"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),1.5400035862369998
10:39:55 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Sport
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,4.6200107587109995
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.073690167758144,-89.40116082453869"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),4.736502902196946
10:39:55 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Eco
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,14.209508706590839
10:39:55 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:55 AM,GPS Location,"43.073672378481824,-89.40116564338737"
10:39:55 AM,Vehicle State 1 (Drive Position),Drive
10:39:55 AM,Vehicle State 2 (Error Code),None
10:39:55 AM,Vehicle State 3 (Key State/Position),RUN
10:39:55 AM,Vehicle State 4 (Speed),7.436461343458368
10:39:55 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:55 AM,Vehicle State 6 (Drive Mode),Eco
10:39:55 AM,Accessory A Type,Front Winch
10:39:55 AM,Accessory A State,Retracted
10:39:55 AM,Accessory A Power,0
10:39:55 AM,Accessory B Type,Audio System
10:39:55 AM,Accessory B Volume,22.309384030375103
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.073673394188404,-89.40115512138769"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),13.332783354347015
10:39:56 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Normal
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,39.998350063041045
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.073679110238196,-89.4011547724791"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),4.085612967071967
10:39:56 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Sport
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,12.2568389
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.0736189834274,-89.40120387714798"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),30.02765454225014
10:39:56 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Eco
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,90.08296362675043
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.07361227259908,-89.40120890904852"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),11.123566306736315
10:39:56 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Normal
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,33.370698920208945
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.073636666721534,-89.40119718839502"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),27.60411419057667
10:39:56 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Eco
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,82.81234257173001
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.073660121504545,-89.40118414380237"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),13.895457944628937
10:39:56 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Normal
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,41.68637383388681
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.073694448247096,-89.40116155089618"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),18.73192334789251
10:39:56 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Eco
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,56.195770043677534
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.07374703288252,-89.40122654916946"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),25.91520487376813
10:39:56 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Eco
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,77.74561462130438
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.07377002432893,-89.40122307262196"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),17.635236653527514
10:39:56 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Eco
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,52.90570996058254
10:39:56 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:56 AM,GPS Location,"43.073807058541355,-89.40129652845303"
10:39:56 AM,Vehicle State 1 (Drive Position),Drive
10:39:56 AM,Vehicle State 2 (Error Code),None
10:39:56 AM,Vehicle State 3 (Key State/Position),RUN
10:39:56 AM,Vehicle State 4 (Speed),28.16057760893583
10:39:56 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:56 AM,Vehicle State 6 (Drive Mode),Normal
10:39:56 AM,Accessory A Type,Front Winch
10:39:56 AM,Accessory A State,Retracted
10:39:56 AM,Accessory A Power,0
10:39:56 AM,Accessory B Type,Audio System
10:39:56 AM,Accessory B Volume,84.48173283
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.07381346877443,-89.40131323515537"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),7.508246561
10:39:57 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Sport
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,22.52473968373878
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.07380506913155,-89.40134120794424"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),19.007787745254003
10:39:57 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Normal
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,57.023363235762005
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.073758082302085,-89.40136055617691"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),26.67542029658653
10:39:57 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Eco
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,80.02626088975958
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.073766229663086,-89.40139762365304"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),17.590223139911362
10:39:57 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Sport
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,52.77066941973409
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.07374294868793,-89.40137033671337"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),26.254812090681646
10:39:57 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Eco
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,78.76443627204495
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.07376383284121,-89.40137691336578"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),9.059551768972762
10:39:57 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Eco
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,27.178655306918287
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.07379350299773,-89.40137339823133"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),21.68202277
10:39:57 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Normal
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,65.04606831
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.07381151112471,-89.40134984312867"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),11.75465800304191
10:39:57 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Eco
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,35.26397400912573
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.07379060987094,-89.40133761766832"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),13.162316442763775
10:39:57 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Sport
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,39.486949328291324
10:39:57 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:57 AM,GPS Location,"43.07381537462068,-89.40130884620496"
10:39:57 AM,Vehicle State 1 (Drive Position),Drive
10:39:57 AM,Vehicle State 2 (Error Code),None
10:39:57 AM,Vehicle State 3 (Key State/Position),RUN
10:39:57 AM,Vehicle State 4 (Speed),34.683576262765214
10:39:57 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:57 AM,Vehicle State 6 (Drive Mode),Eco
10:39:57 AM,Accessory A Type,Front Winch
10:39:57 AM,Accessory A State,Retracted
10:39:57 AM,Accessory A Power,0
10:39:57 AM,Accessory B Type,Audio System
10:39:57 AM,Accessory B Volume,100
10:39:58 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:58 AM,GPS Location,"43.07378279622552,-89.40126841851935"
10:39:58 AM,Vehicle State 1 (Drive Position),Drive
10:39:58 AM,Vehicle State 2 (Error Code),None
10:39:58 AM,Vehicle State 3 (Key State/Position),RUN
10:39:58 AM,Vehicle State 4 (Speed),23.156870199918067
10:39:58 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:58 AM,Vehicle State 6 (Drive Mode),Eco
10:39:58 AM,Accessory A Type,Front Winch
10:39:58 AM,Accessory A State,Retracted
10:39:58 AM,Accessory A Power,0
10:39:58 AM,Accessory B Type,Audio System
10:39:58 AM,Accessory B Volume,69.4706106
10:39:58 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:58 AM,GPS Location,"43.07379062613601,-89.40132029611709"
10:39:58 AM,Vehicle State 1 (Drive Position),Drive
10:39:58 AM,Vehicle State 2 (Error Code),None
10:39:58 AM,Vehicle State 3 (Key State/Position),RUN
10:39:58 AM,Vehicle State 4 (Speed),23.209462767868658
10:39:58 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:58 AM,Vehicle State 6 (Drive Mode),Sport
10:39:58 AM,Accessory A Type,Front Winch
10:39:58 AM,Accessory A State,Retracted
10:39:58 AM,Accessory A Power,0
10:39:58 AM,Accessory B Type,Audio System
10:39:58 AM,Accessory B Volume,69.62838830360597
10:39:58 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:58 AM,GPS Location,"43.073760542965154,-89.40133345993266"
10:39:58 AM,Vehicle State 1 (Drive Position),Drive
10:39:58 AM,Vehicle State 2 (Error Code),None
10:39:58 AM,Vehicle State 3 (Key State/Position),RUN
10:39:58 AM,Vehicle State 4 (Speed),27.170740011072326
10:39:58 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:58 AM,Vehicle State 6 (Drive Mode),Sport
10:39:58 AM,Accessory A Type,Front Winch
10:39:58 AM,Accessory A State,Retracted
10:39:58 AM,Accessory A Power,0
10:39:58 AM,Accessory B Type,Audio System
10:39:58 AM,Accessory B Volume,81.51222003321698
10:39:58 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:58 AM,GPS Location,"43.07371961010836,-89.40137917724365"
10:39:58 AM,Vehicle State 1 (Drive Position),Drive
10:39:58 AM,Vehicle State 2 (Error Code),None
10:39:58 AM,Vehicle State 3 (Key State/Position),RUN
10:39:58 AM,Vehicle State 4 (Speed),21.064359700836942
10:39:58 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:58 AM,Vehicle State 6 (Drive Mode),Normal
10:39:58 AM,Accessory A Type,Front Winch
10:39:58 AM,Accessory A State,Retracted
10:39:58 AM,Accessory A Power,0
10:39:58 AM,Accessory B Type,Audio System
10:39:58 AM,Accessory B Volume,63.19307910251082
10:39:58 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:58 AM,GPS Location,"43.07369476682625,-89.40140103118767"
10:39:58 AM,Vehicle State 1 (Drive Position),Drive
